ticker,year,annual_return_pct
TU,2018,-19.31090336479999
TU,2019,-26.21644512780087
TU,2020,-7.764651650149856
TU,2021,48.523239688058894
TU,2022,-15.05512553597046
TU,2023,-1.4069735300811015
TU,2024,-11.237316421919575
TU,2025,13.102178106105011
TU,2026,3.7766278879643123
WHA,2016,10.447748672761726
WHA,2017,33.05234476118753
WHA,2018,3.727720604900564
WHA,2019,-8.351567837305318
WHA,2020,-1.2638158458737503
WHA,2021,19.71204441773986
WHA,2022,24.260900494904014
WHA,2023,45.323700253043796
WHA,2024,20.222076223473273
WHA,2025,-26.68327348216796
WHA,2026,62.48581382881402
