ticker,year,annual_return_pct,lagged_return,degree,weighted_degree,betweenness,closeness,eigenvector,pagerank,ministry_Agriculture,ministry_Commerce,ministry_Digital Economy,ministry_Energy,ministry_Finance,ministry_Industry,ministry_Interior,ministry_Public Health,ministry_Tourism & Sports,ministry_Transport,ticker_ministry,cabinet_no,party_coalition,party_core,party_independent,party_none,budget_yoy_pct
BANPU,2026,11.852841591460429,3.666947969833223,0.0169491525423728,0.204,0.0,0.1061164333087693,0.1099692794791996,0.0072715507933145,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,66,False,True,False,False,-1.8504493043038583
BBL,2017,19.959340089260103,8.758632743306238,0.0169491525423728,0.38,0.0,0.1061164333087693,0.0003691033796461,0.0109186805334599,False,False,False,False,True,False,False,False,False,False,กระทรวงการคลัง,61,False,False,False,True,9.30821256827219
BBL,2018,1.2937374924343548,19.959340089260103,0.0169491525423728,0.38,0.0,0.1061164333087693,0.0003691033796461,0.0109186805334599,False,False,False,False,True,False,False,False,False,False,กระทรวงการคลัง,61,False,False,False,True,30.626432016282745
BBL,2019,-23.03829189475246,1.2937374924343548,0.0169491525423728,0.38,0.0,0.1061164333087693,0.0003691033796461,0.0109186805334599,False,False,False,False,True,False,False,False,False,False,กระทรวงการคลัง,61,False,False,False,True,-14.572702621356438
BBL,2020,-14.099058340838166,-23.03829189475246,0.0169491525423728,0.38,0.0,0.1061164333087693,0.0003691033796461,0.0109186805334599,False,False,False,False,True,False,False,False,False,False,กระทรวงการคลัง,62,False,True,False,False,2.5739483729218193
BBL,2021,10.164334836948296,-14.099058340838166,0.0169491525423728,0.38,0.0,0.1061164333087693,0.0003691033796461,0.0109186805334599,False,False,False,False,True,False,False,False,False,False,กระทรวงการคลัง,62,False,False,True,False,7.7201943823832275
BBL,2022,12.90351467569295,10.164334836948296,0.0169491525423728,0.38,0.0,0.1061164333087693,0.0003691033796461,0.0109186805334599,False,False,False,False,True,False,False,False,False,False,กระทรวงการคลัง,62,False,False,True,False,1.9232014967428546
BBL,2023,1.8629997759546768,12.90351467569295,0.0169491525423728,0.38,0.0,0.1061164333087693,0.0003691033796461,0.0109186805334599,False,False,False,False,True,False,False,False,False,False,กระทรวงการคลัง,62,False,False,True,False,4.222140509614847
BBL,2024,12.597807557638996,1.8629997759546768,0.0169491525423728,0.38,0.0,0.1061164333087693,0.0003691033796461,0.0109186805334599,False,False,False,False,True,False,False,False,False,False,กระทรวงการคลัง,63,False,True,False,False,14.681794428524952
BBL,2025,16.877627806474106,12.597807557638996,0.0169491525423728,0.38,0.0,0.1061164333087693,0.0003691033796461,0.0109186805334599,False,False,False,False,True,False,False,False,False,False,กระทรวงการคลัง,64,False,True,False,False,19.154493220338065
BBL,2026,34.26054163958794,16.877627806474106,0.0169491525423728,0.38,0.0,0.1061164333087693,0.0003691033796461,0.0109186805334599,False,False,False,False,True,False,False,False,False,False,กระทรวงการคลัง,66,False,True,False,False,10.165265520016176
BCP,2017,22.391615248925767,21.310887544195367,0.0169491525423728,0.195,0.0,0.1061164333087693,0.1051176936198231,0.0070659367608495,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,61,False,False,False,True,2.314652336421208
BCP,2018,-19.92399494062198,22.391615248925767,0.0169491525423728,0.195,0.0,0.1061164333087693,0.1051176936198231,0.0070659367608495,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,61,False,False,False,True,8.190805078415565
BCP,2019,-10.103436926344244,-19.92399494062198,0.0169491525423728,0.195,0.0,0.1061164333087693,0.1051176936198231,0.0070659367608495,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,61,False,False,False,True,3.592628163338518
BCP,2020,-16.556981444637298,-10.103436926344244,0.0169491525423728,0.195,0.0,0.1061164333087693,0.1051176936198231,0.0070659367608495,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,62,False,True,False,False,-6.949029121466688
BCP,2021,10.235675718011516,-16.556981444637298,0.0169491525423728,0.195,0.0,0.1061164333087693,0.1051176936198231,0.0070659367608495,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,62,False,False,True,False,6.4514842349212564
BCP,2022,21.33194553056519,10.235675718011516,0.0169491525423728,0.195,0.0,0.1061164333087693,0.1051176936198231,0.0070659367608495,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,62,False,False,True,False,18.791024566465687
BCP,2023,24.4830279705617,21.33194553056519,0.0169491525423728,0.195,0.0,0.1061164333087693,0.1051176936198231,0.0070659367608495,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,62,False,False,True,False,-0.2751189690922473
BCP,2024,-9.733660762696006,24.4830279705617,0.0169491525423728,0.195,0.0,0.1061164333087693,0.1051176936198231,0.0070659367608495,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,63,True,False,False,False,2.754549984514809
BCP,2025,-23.68373012915968,-9.733660762696006,0.0169491525423728,0.195,0.0,0.1061164333087693,0.1051176936198231,0.0070659367608495,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,64,True,False,False,False,2.7250032529895885
BCP,2026,44.515503728909934,-23.68373012915968,0.0169491525423728,0.195,0.0,0.1061164333087693,0.1051176936198231,0.0070659367608495,False,False,False,True,False,False,False,False,False,False,กระทรวงพลังงาน,66,False,True,False,False,-1.8504493043038583
BDMS,2017,-4.370230145464371,6.700648272009646,0.0169491525423728,0.086,0.0,0.0225988700564971,1.5752164779083872e-147,0.0088425127822292,False,False,False,False,False,False,False,True,False,False,กระทรวงสาธารณสุข,61,False,False,False,True,6.119017997325149
BDMS,2018,16.557326196121892,-4.370230145464371,0.0169491525423728,0.086,0.0,0.0225988700564971,1.5752164779083872e-147,0.0088425127822292,False,False,False,False,False,False,False,True,False,False,กระทรวงสาธารณสุข,61,False,False,False,True,100.18027359317271
BDMS,2019,12.20096144091707,16.557326196121892,0.0169491525423728,0.086,0.0,0.0225988700564971,1.5752164779083872e-147,0.0088425127822292,False,False,False,False,False,False,False,True,False,False,กระทรวงสาธารณสุข,61,False,False,False,True,-48.4114916684267
BDMS,2020,-15.311010828178096,12.20096144091707,0.0169491525423728,0.086,0.0,0.0225988700564971,1.5752164779083872e-147,0.0088425127822292,False,False,False,False,False,False,False,True,False,False,กระทรวงสาธารณสุข,62,True,False,False,False,1.4777761513163234
BDMS,2021,15.23877689678368,-15.311010828178096,0.0169491525423728,0.086,0.0,0.0225988700564971,1.5752164779083872e-147,0.0088425127822292,False,False,False,False,False,False,False,True,False,False,กระทรวงสาธารณสุข,62,True,False,False,False,6.123401965762332
BDMS,2022,31.84831615855803,15.23877689678368,0.0169491525423728,0.086,0.0,0.0225988700564971,1.5752164779083872e-147,0.0088425127822292,False,False,False,False,False,False,False,True,False,False,กระทรวงสาธารณสุข,62,True,False,False,False,5.511810135784145
BDMS,2023,-4.494835355565707,31.84831615855803,0.0169491525423728,0.086,0.0,0.0225988700564971,1.5752164779083872e-147,0.0088425127822292,False,False,False,False,False,False,False,True,False,False,กระทรวงสาธารณสุข,62,True,False,False,False,-1.0236490725922698
BDMS,2024,-8.689440652823844,-4.494835355565707,0.0169491525423728,0.086,0.0,0.0225988700564971,1.5752164779083872e-147,0.0088425127822292,False,False,False,False,False,False,False,True,False,False,กระทรวงสาธารณสุข,63,False,True,False,False,8.611403377093808
