ticker,year,annual_return_pct,lagged_return,degree,weighted_degree,betweenness,closeness,eigenvector,pagerank,ministry_Agriculture,ministry_Commerce,ministry_Digital Economy,ministry_Energy,ministry_Finance,ministry_Industry,ministry_Interior,ministry_Public Health,ministry_Tourism & Sports,ministry_Transport
AWC,2024,-10.522169570918493,-39.82726620259612,0.01694915254237288,0.1,0.0,0.05546995377503852,1.352916384267403e-47,0.005042834088210589,False,False,False,False,False,False,True,False,False,False
AWC,2025,-30.54356633879101,-10.522169570918493,0.01694915254237288,0.1,0.0,0.05546995377503852,1.352916384267403e-47,0.005042834088210589,False,False,False,False,False,False,True,False,False,False
AWC,2026,32.47527456702728,-30.54356633879101,0.01694915254237288,0.1,0.0,0.05546995377503852,1.352916384267403e-47,0.005042834088210589,False,False,False,False,False,False,True,False,False,False
BANPU,2017,3.525025238493984,59.31940992997775,0.01694915254237288,0.204,0.0,0.10611643330876935,0.1099692794791996,0.007271550793314541,False,False,False,True,False,False,False,False,False,False
BANPU,2018,-32.70421595239734,3.525025238493984,0.01694915254237288,0.204,0.0,0.10611643330876935,0.1099692794791996,0.007271550793314541,False,False,False,True,False,False,False,False,False,False
BANPU,2019,-24.670478966929377,-32.70421595239734,0.01694915254237288,0.204,0.0,0.10611643330876935,0.1099692794791996,0.007271550793314541,False,False,False,True,False,False,False,False,False,False
BANPU,2020,16.374028335936707,-24.670478966929377,0.01694915254237288,0.204,0.0,0.10611643330876935,0.1099692794791996,0.007271550793314541,False,False,False,True,False,False,False,False,False,False
BANPU,2021,24.457512557636065,16.374028335936707,0.01694915254237288,0.204,0.0,0.10611643330876935,0.1099692794791996,0.007271550793314541,False,False,False,True,False,False,False,False,False,False
BANPU,2022,30.316671217413017,24.457512557636065,0.01694915254237288,0.204,0.0,0.10611643330876935,0.1099692794791996,0.007271550793314541,False,False,False,True,False,False,False,False,False,False
BANPU,2023,-35.080483242377525,30.316671217413017,0.01694915254237288,0.204,0.0,0.10611643330876935,0.1099692794791996,0.007271550793314541,False,False,False,True,False,False,False,False,False,False
BANPU,2024,3.496834109029745,-35.080483242377525,0.01694915254237288,0.204,0.0,0.10611643330876935,0.1099692794791996,0.007271550793314541,False,False,False,True,False,False,False,False,False,False
BANPU,2025,3.666947969833223,3.496834109029745,0.01694915254237288,0.204,0.0,0.10611643330876935,0.1099692794791996,0.007271550793314541,False,False,False,True,False,False,False,False,False,False
BANPU,2026,11.852841591460429,3.666947969833223,0.01694915254237288,0.204,0.0,0.10611643330876935,0.1099692794791996,0.007271550793314541,False,False,False,True,False,False,False,False,False,False
BBL,2017,19.959340089260103,8.758632743306238,0.01694915254237288,0.38,0.0,0.10611643330876935,0.00036910337964613584,0.01091868053345996,False,False,False,False,True,False,False,False,False,False
BBL,2018,1.2937374924343548,19.959340089260103,0.01694915254237288,0.38,0.0,0.10611643330876935,0.00036910337964613584,0.01091868053345996,False,False,False,False,True,False,False,False,False,False
BBL,2019,-23.03829189475246,1.2937374924343548,0.01694915254237288,0.38,0.0,0.10611643330876935,0.00036910337964613584,0.01091868053345996,False,False,False,False,True,False,False,False,False,False
BBL,2020,-14.099058340838166,-23.03829189475246,0.01694915254237288,0.38,0.0,0.10611643330876935,0.00036910337964613584,0.01091868053345996,False,False,False,False,True,False,False,False,False,False
BBL,2021,10.164334836948296,-14.099058340838166,0.01694915254237288,0.38,0.0,0.10611643330876935,0.00036910337964613584,0.01091868053345996,False,False,False,False,True,False,False,False,False,False
